,srch_destination_id,srch_adults_cnt,srch_children_cnt,stay_dur,srch_rm_cnt,prediction
6076,5401,2,0,2.0,1,[63 61 12 81 60]
6091,12227,2,0,5.0,1,[83 70 41 17 77]
6100,23386,3,0,10.0,1,[ 5 30 85 15 86]
6104,589,3,2,1.0,2,[34 39 91 72 68]
6106,8250,1,0,3.0,1,[ 1 45 24 79 54]
6133,11938,2,0,5.0,1,[65 25 52 66 31]
6173,8267,2,0,5.0,1,[98 56 41 70 69]
6245,26501,1,0,1.0,1,[28 91 42 48 50]
6280,22582,2,0,4.0,2,[75 86 82 30 81]
6300,11923,2,0,7.0,1,[51 26 92 84 73]
6342,11853,1,0,4.0,1,[73 91 41 16  9]
6347,8819,2,0,2.0,1,[97 57 99 12  9]
6350,8250,2,0,4.0,1,[ 1 24 45 79 54]
6359,13340,8,0,1.0,4,[95 18 91 17 19]
6373,5807,2,0,4.0,1,[20 30 38 81 67]
6414,564,2,0,2.0,1,[72  6 33  4 91]
6419,23693,2,0,1.0,1,[41 37 33 69 28]
6424,88,2,0,1.0,1,[67 36 62 82 86]
6544,12385,2,0,1.0,1,[32 19 39 16 50]
6601,44509,1,0,1.0,1,[62 85 82 30 78]
6607,8744,1,0,2.0,1,[12  2 15 62 48]
6632,43199,1,0,3.0,1,[64 22  9 30 62]
6643,8747,1,0,1.0,1,[97 99  9  2 48]
6665,8281,2,0,3.0,1,[68  9 19 95 55]
6668,8838,2,0,1.0,1,[73 90 25 16 19]
6670,8838,2,0,1.0,1,[73 90 25 16 19]
6677,11439,2,0,6.0,1,[65 52 66 87 96]
6680,26227,1,0,1.0,1,[89 95  4  2  9]
6683,25950,4,0,1.0,2,[50  6  7 55  4]
6686,25954,4,0,1.0,2,[21 25 18 33 55]
6688,26227,4,0,2.0,2,[89 95  2  4  9]
6693,22618,2,0,1.0,1,[43 82  8 78 30]
6707,8215,2,0,1.0,1,[ 9 99  2 36 81]
6808,8260,3,1,2.0,1,[41 83 21 70 77]
6926,33393,2,0,2.0,1,[ 8 43 78 22  5]
6962,8800,1,0,3.0,1,[ 2  5  8 78 82]
7024,154,2,0,3.0,1,[34 26 84 92 86]
7049,12669,2,0,3.0,1,[21 49 77 13 16]
7080,29463,2,0,1.0,1,[13 91 42  7 47]
7098,8244,2,0,4.0,1,[11 42 91 59  2]
7112,18714,2,0,1.0,1,[77 59 51 39 42]
7115,1305,1,0,1.0,1,[13 91 47  7  8]
7124,8739,1,0,6.0,1,[ 2 29 59 64 46]
7149,8223,4,0,2.0,2,[91 18  6 95 59]
7152,12233,2,0,1.0,1,[56 98 70 41 55]
7160,26954,2,0,1.0,1,[ 6  7 31 13 16]
7163,26954,2,0,1.0,1,[ 6  7 31 13 16]
7168,26954,2,0,1.0,1,[ 6  7 31 13 16]
7174,4770,2,0,1.0,1,[ 7 48 81 91 82]
7179,12018,1,0,6.0,1,[ 7 42 10 50 91]
7192,12267,2,0,2.0,2,[77 40 94 72 48]
7194,12267,2,0,1.0,1,[77 40 94 72 48]
7198,4688,1,0,2.0,1,[97 28 13  7 91]
7201,11985,2,0,1.0,1,[28 39 32 50 47]
7204,27351,1,0,1.0,1,[58 91 86 17 51]
7209,26051,2,0,4.0,1,[91 28 13  9 90]
7221,6220,2,0,1.0,1,[30 86 20 81 85]
7224,6654,1,0,1.0,1,[53 91 30 82 48]
7226,6731,1,0,1.0,1,[13 91  7  8 42]
7229,8277,1,0,2.0,1,[42 91 16 48 18]
7231,16,1,0,3.0,1,[ 7 48 91 42 81]
7233,5416,1,0,1.0,1,[91 48 42 94 15]
7235,6654,1,0,1.0,1,[53 91 30 82 48]
7252,1053,1,0,5.0,1,[39 91 32  7 48]
7255,669,1,0,10.0,1,[ 0 83 33 97 21]
7257,27138,1,0,1.0,1,[14 86 48 91 17]
7261,8272,1,0,7.0,1,[42 48 91 84 47]
7263,8272,1,0,1.0,1,[42 48 91 34 15]
7266,8272,2,0,7.0,2,[42 48 91 15 34]
7269,8231,1,0,4.0,1,[23 25  4 42 18]
7271,8231,1,0,3.0,1,[23 25  4 42 18]
7274,25124,1,0,7.0,1,[40 94 48 47 91]
7279,11986,1,0,3.0,1,[40 94 51 47 91]
7281,8236,1,0,7.0,1,[91 95 48 18 94]
7283,8231,1,0,1.0,1,[23 25  4 42 18]
7285,11986,1,0,3.0,1,[40 94 51 47 91]
7287,8231,1,0,1.0,1,[23 25  4 42 18]
7290,8219,1,0,7.0,1,[91 42 18 48 77]
7298,8232,1,0,1.0,1,[91 18 39 23 42]
7300,8231,1,0,3.0,1,[23 25  4 42 18]
7303,8250,1,0,4.0,1,[ 1 45 79 24 54]
7305,4257,1,0,2.0,1,[28 91 48 10  7]
7308,8266,2,0,3.0,1,[76 51 15 91 17]
7311,12016,1,0,7.0,1,[76 42 15 16 91]
7313,8266,1,0,7.0,1,[ 9 95 91 98 18]
7315,12016,1,0,7.0,1,[76 42 15 16 91]
7330,468,2,0,4.0,1,[64 13 46  5 58]
7341,8252,2,0,4.0,1,[46 29 36 64 58]
7348,8803,2,1,2.0,1,[46 12 36 29 62]
7356,8789,2,0,1.0,1,[ 2 25 48 37 42]
7371,8791,2,2,8.0,1,[65 66 52 87 84]
7377,23402,2,2,1.0,1,[91 16 39 48 76]
7388,20845,4,1,4.0,2,[31 63 81 78 61]
7394,28610,3,1,5.0,1,[78 36  5 58 62]
7417,8230,2,0,3.0,1,[95 19 98 21 68]
7419,13607,1,1,5.0,1,[19 70 91 10 56]
7423,8261,2,0,1.0,1,[18 91 13 59  2]
7440,8279,2,0,6.0,1,[98 55 41 70 83]
7450,8788,1,1,14.0,1,[64 11 25  2 37]
7455,28514,4,0,2.0,2,[96 26 41 73 76]
7458,8250,2,0,3.0,1,[ 1 79 45 24 54]
7470,23357,4,1,1.0,2,[ 8 13 78  6 43]
7487,12471,1,0,1.0,1,[13  8 89  5 59]
7489,468,1,0,1.0,1,[64 13 59 97 46]
7495,12471,1,0,1.0,1,[13  8 89  5 59]
7501,12471,1,0,1.0,1,[13  8 89 59  5]
7502,12471,1,0,2.0,1,[13  8 89 59  5]
7505,468,1,0,1.0,1,[13 64  2  5 97]
7520,8214,1,0,1.0,1,[72 37  6 91  4]
7524,42293,1,0,2.0,1,[48 91 28 47 10]
7531,10866,2,0,2.0,1,[44 86 80 93 17]
7548,8260,1,0,2.0,1,[41 83 21 48 91]
7571,8213,2,0,2.0,1,[97 37  9  2 98]
7581,12257,3,2,6.0,2,[41 70  0 17 50]
7584,12257,1,0,5.0,1,[41 70 17 50 33]
7618,8245,2,0,4.0,1,[46 36 62 58 82]
7640,23547,2,2,2.0,1,[36 58 43 62 15]
7654,8847,2,0,3.0,1,[22 64 86 58  8]
7691,8213,2,0,3.0,1,[97 98  2  9 37]
7703,8213,2,0,4.0,1,[97 98  2  9 37]
7705,8234,2,0,3.0,1,[41  9 64 37 68]
7738,11975,4,0,2.0,1,[51 13 91 42 94]
7766,12233,2,0,3.0,1,[70 56 98 41 55]
7775,6218,2,0,2.0,1,[60  3 86 80 17]
7786,8279,2,0,4.0,1,[98 55 41 83 70]
7822,14894,2,0,1.0,1,[83 25 91 48 40]
7841,8837,2,0,1.0,1,[42 51 91 15 47]
7893,1725,2,0,2.0,1,[63 81 61 30 58]
7942,41329,2,0,1.0,1,[60  3 20 81 30]
7976,12206,3,0,3.0,1,[ 1 24 45 79 51]
7978,8262,2,0,2.0,1,[68 95 37 28  9]
7981,25828,1,0,2.0,1,[74 86 80 17 84]
7990,12264,3,0,2.0,1,[ 4 68 55 95 49]
8039,33390,3,0,3.0,1,[78 43  8  5  3]
8058,14041,3,0,3.0,1,[22  8  5 11 43]
8070,8218,2,0,1.0,1,[47 91 72 41 21]
8072,8218,2,0,1.0,1,[47 91 72 41 21]
8073,8218,2,0,1.0,1,[47 91 72 41 21]
8075,8218,2,0,2.0,1,[47 91 72 41 21]
8076,8218,2,0,1.0,1,[47 91 72 41 21]
8081,8218,2,0,3.0,1,[47 72 91 21 41]
8086,8218,2,0,1.0,1,[72 47 91 49 21]
8087,8218,1,0,1.0,1,[47 72 91 49 21]
8093,26941,1,0,2.0,1,[40 42 94 51 48]
8117,8260,1,0,3.0,1,[41 21 37 70 98]
8121,45120,0,0,2.0,1,[48 99 10 42 91]
8159,8859,2,1,7.0,1,[ 0 83 96 21 26]
8165,28559,1,2,1.0,1,[ 3 86 91 17 80]
8174,35086,2,2,1.0,1,[47  7 91 42 48]
8179,18569,1,1,6.0,2,[63 61 78 62 46]
8180,20845,1,1,2.0,2,[31 63 78 81 61]
8183,8245,2,1,3.0,1,[46 36 78 62 58]
8187,19154,4,0,4.0,2,[22 82 78 25 81]
8196,8245,4,2,4.0,2,[46 78 36 62 61]
8226,18569,2,0,5.0,1,[63 61 62 46 26]
8249,5401,2,0,2.0,1,[63 61 12 81 60]
8262,8250,2,0,5.0,1,[ 1 45 79 24 54]
8294,12261,4,0,1.0,2,[72 18 42 91 95]
8297,8233,1,0,1.0,1,[42 91 14 23  5]
8304,11842,1,0,3.0,1,[28 91 13 47 42]
8306,17457,1,0,3.0,1,[94 42 91 48 47]
8359,12206,4,3,1.0,2,[ 1 79 45 51 24]
8392,24374,4,3,1.0,2,[34 32 31 50 39]
8428,12206,4,3,2.0,2,[ 1 79 45 51 24]
8447,8834,2,2,2.0,1,[ 9 50  0 83 47]
8472,8230,1,1,2.0,1,[95 19 98 68 91]
8484,27120,1,1,2.0,1,[81 76 82 61 36]
8490,12794,1,1,2.0,1,[42 76 32 48  7]
8494,1400,1,1,6.0,1,[81 82 32 36 85]
8505,8267,2,0,3.0,1,[98 56 41 70 69]
8570,8260,2,0,3.0,1,[83 21 41 70 98]
8574,12654,2,0,4.0,1,[34 71 16 42  0]
8580,8278,2,0,2.0,1,[95 18 68 91 21]
8598,14881,2,0,1.0,1,[32  3 42 94 48]
8619,8814,2,0,8.0,1,[26 70 68 41  0]
8628,8814,2,0,8.0,1,[26 70 41 68 33]
8634,14881,1,0,1.0,1,[32  3 42 94 48]
8637,32704,2,1,2.0,1,[ 4  9 91 47  6]
8639,35032,2,1,1.0,1,[ 3 42 16 91 32]
8660,12206,2,0,3.0,1,[ 1 79 45 24 51]
8669,35032,1,0,2.0,1,[ 3 42 16 91 48]
8671,3503,3,0,3.0,1,[ 7 91 48 81 42]
8697,12277,2,0,1.0,1,[28 42 91 48 13]
8701,22920,1,0,1.0,1,[38 75 20 78 86]
8705,12654,2,0,1.0,1,[34 16 42 71 91]
8711,8213,2,0,9.0,1,[97 98  2  9 37]
8716,9147,2,0,5.0,1,[96  0 47 50 16]
8720,4592,2,0,2.0,1,[47 18 91 94 42]
8723,11835,2,2,2.0,1,[54 91 51 10 47]
8734,8267,1,0,1.0,1,[98 56 41 70 69]
8739,20994,2,2,1.0,1,[22 67 86 58 43]
8741,11620,2,2,2.0,1,[37 21 97 13 39]
8783,8229,1,0,2.0,1,[91 28 48  6 59]
8785,8229,1,0,2.0,1,[91 28  6 48 59]
8788,26981,1,0,1.0,1,[23 18  7 42 39]
8791,11812,1,0,1.0,1,[91 19 28 48 47]
8795,12202,2,0,1.0,1,[77 28 42 39 48]
8799,7193,2,2,1.0,1,[72 91 13 51 17]
8809,23682,1,0,2.0,1,[34 84 26 96 92]
8812,12228,2,0,4.0,1,[98  9 55 17 97]
8816,12669,2,0,1.0,1,[21 49 13 77 16]
8818,12669,2,0,1.0,1,[21 49 13 77 16]
8823,25761,2,0,1.0,2,[42 91 50 48  7]
8837,29373,2,0,2.0,1,[18 91 48 94 59]
8840,18738,1,0,2.0,1,[91 42 48 39 13]
8842,11337,1,0,2.0,1,[91 42 21 72  4]
8845,8230,3,0,2.0,2,[95 19 98 68 21]
8850,8230,4,0,1.0,2,[95 19 98 68 21]
8852,8250,4,0,4.0,2,[ 1 45 24 79 54]
8854,8268,2,0,2.0,1,[34 71 16  0 96]
8857,8250,4,0,4.0,2,[ 1 45 24 79 54]
8868,8282,1,0,2.0,1,[64 10 99 62 57]
8912,32158,2,2,1.0,1,[33 42 28 91 94]
8924,26022,2,0,1.0,1,[49 55 68  9 19]
8943,22616,1,1,1.0,1,[25 33 16 21  5]
8959,26314,2,1,1.0,1,[59 42  7 91 28]
8961,601,2,1,1.0,1,[94 48 14 91 42]
8964,8268,2,2,1.0,1,[34 71 16  0 96]
8967,8859,2,0,4.0,1,[ 0 96 83 21 26]
9000,8254,2,0,5.0,1,[98 95 21 41 97]
9070,12215,1,0,1.0,1,[21 98 17 37 51]
9085,11629,3,2,3.0,1,[ 4 55 17 80 83]
9123,8267,2,2,5.0,1,[98 56 41 70 69]
9194,8791,1,0,3.0,1,[65 66 52 87  0]
9203,8222,1,0,3.0,1,[58 82 43 36 85]
9206,61418,1,0,2.0,1,[82 78 48 81 43]
9208,12193,1,0,1.0,1,[95 18 91 28 50]
9257,8250,5,0,4.0,2,[ 1 24 79 54 45]
9298,57233,2,0,1.0,1,[72 91 13 51 17]
9300,561,1,0,2.0,1,[48 91 94 47 50]
9302,44148,1,0,2.0,1,[91 48  7 94 42]
9307,24495,2,0,1.0,1,[40  8 28 91 94]
9328,8220,2,0,1.0,1,[12 46 59 29 36]
9331,8220,2,0,1.0,1,[12 46 29 59 36]
9332,8220,2,0,1.0,1,[12 46 59 29 36]
9385,8819,1,0,2.0,1,[97 99 12 50 21]
9386,8819,1,0,2.0,1,[97 99 12 50 21]
9396,8803,2,0,1.0,1,[32 36 57 12  3]
9398,43150,2,0,1.0,1,[61 30 57 85 12]
9400,8744,2,0,1.0,1,[12 15 36 48  2]
9402,8744,1,0,1.0,1,[12 15  2 62 48]
9407,8744,2,0,2.0,1,[12 15  2 62  6]
9412,1160,1,0,1.0,1,[60  3 20 86 81]
9455,8819,2,0,1.0,1,[97 57 12 50 99]
9457,8819,2,0,1.0,1,[97 57 12 50 99]
9472,8220,1,0,1.0,1,[12 46 59 29 62]
9475,8221,2,0,1.0,1,[82 46 81 58 85]
9493,12473,1,0,3.0,1,[38 75 86 81 20]
9511,17614,2,1,1.0,1,[18 41 91 48 59]
9519,8276,2,0,1.0,1,[18  9  6 59 91]
9521,8276,2,0,1.0,1,[18  9  6 59 91]
9524,8278,2,0,1.0,1,[95 18 68 91 37]
9528,8250,2,0,1.0,1,[ 1 79 45 24 54]
9542,8291,4,0,1.0,1,[95 98  9 59 18]
9546,11929,2,0,1.0,1,[17 11 90 73 51]
9559,8835,2,0,1.0,1,[28 21 91 37 50]
9560,12001,2,0,1.0,1,[32  6 48 82 94]
9566,12843,3,0,1.0,1,[ 9 51  6 42 72]
9575,4992,1,0,1.0,1,[63 69  5 97 37]
9582,17834,2,0,3.0,1,[29 82 85 90 46]
9604,17834,2,0,3.0,1,[29 82 85 90 46]
9620,17834,2,0,3.0,1,[29 82 85 90 46]
9635,22726,2,0,2.0,1,[85 29 82 81 61]
9637,20855,2,0,2.0,1,[46 61 82 30 43]
9658,8739,2,0,1.0,1,[ 2 29 59 82 46]
9661,12255,1,0,2.0,1,[28 10 30 48  7]
9684,21588,1,0,3.0,1,[64 25  5 37 90]
9693,33933,2,0,1.0,1,[57 35 86 81 17]
9696,25298,1,0,3.0,1,[15 91 48 42 39]
9698,12189,2,1,1.0,2,[18 95 19 91 16]
9715,44045,1,0,1.0,1,[41 70 98 83 17]
9721,11994,2,0,3.0,1,[25 72 16 48 91]
9731,11994,2,1,3.0,1,[25 72 16 48 91]
9893,8791,2,1,8.0,1,[65 66 52 87 84]
9908,25300,2,0,3.0,2,[48 94 91 32  7]
9939,12227,2,0,2.0,1,[41 83 70 17 77]
9942,12279,2,1,2.0,1,[28  4 95 91 37]
9946,12277,2,0,1.0,1,[42 28 91 48 13]
9953,12279,2,1,2.0,1,[28  4 95 91 59]
9964,12576,2,0,1.0,2,[33  4 28 47 40]
9974,11994,2,1,2.0,1,[25 72 16 42 48]
9991,11938,2,0,5.0,1,[65 52 25 66 31]
10006,12270,2,0,1.0,2,[68 98 55 97 95]
10009,12270,2,0,1.0,2,[68 98 55 95 97]
10024,8803,2,0,5.0,1,[32 36  3 60 82]
10063,8859,4,0,3.0,2,[ 0 91 83 21 84]
10070,12235,1,0,1.0,1,[83 89 91 47 10]
10073,23545,1,0,1.0,1,[ 6 16 18 42 91]
10076,12264,1,0,1.0,1,[ 4 68 55 95 49]
10079,1114,1,0,2.0,1,[42 48  5  2 50]
10086,25963,2,2,1.0,1,[28 72 48 91 10]
10091,11815,2,0,4.0,1,[63 46 58 81 61]
10160,11643,2,0,4.0,1,[64 46 58 44 85]
10163,23031,2,0,1.0,1,[11 86 30 17 51]
10169,468,2,0,4.0,1,[64 13 46 11  5]
10179,8267,2,2,1.0,2,[98 56 41 70 69]
10212,38898,2,0,2.0,1,[38 86 75 17 20]
10214,635,2,0,1.0,1,[36 62 67 12 46]
10220,8220,2,1,2.0,1,[12 46 59 29 62]
10240,5497,2,0,1.0,1,[61 81 62 57 63]
10242,8220,2,0,1.0,1,[46 12 59 29 36]
10246,8220,2,0,1.0,1,[46 12 59 29 36]
10297,1265,1,0,2.0,1,[12 81 62 46 36]
10303,8247,1,0,4.0,1,[ 8  5 30 43 78]
10311,8247,1,0,4.0,1,[ 8  5 30 43 78]
10312,8247,1,0,2.0,1,[ 8  5 30 43 78]
10314,8247,2,0,1.0,1,[ 8  5 30 43 78]
10320,8247,2,0,5.0,1,[ 8  5 30 43 78]
10323,8275,2,1,3.0,1,[64 22 30 25 86]
10339,8247,2,0,10.0,1,[ 8  5 30 43 78]
10345,8247,2,0,9.0,1,[ 8  5 30 43 78]
10349,8247,2,1,2.0,1,[ 8  5 30 43 78]
10353,8746,2,0,1.0,1,[22  9 99 64  8]
10359,8247,2,0,2.0,1,[ 8  5 30 43 78]
10374,25520,2,0,1.0,1,[ 8 86 30  5 78]
10379,8247,2,0,5.0,1,[ 8  5 30 43 78]
10381,8247,2,0,1.0,1,[ 8 30  5 43 78]
10384,14964,2,0,1.0,1,[ 5 15 47 40 48]
10432,8218,2,0,2.0,1,[72 47 91 95 49]
10451,12227,2,0,3.0,1,[41 70 17 83 77]
10473,12188,2,1,7.0,1,[65 52 66 87 96]
10477,33393,2,0,3.0,1,[ 8 22 43 78  5]
10481,4577,1,1,1.0,1,[14 48 91 10 15]
10485,18790,1,1,1.0,1,[39 37 91 48 28]
10491,26428,2,0,1.0,1,[17 33 37  8 10]
10494,26414,2,0,2.0,1,[41 95  9 33 98]
10522,8250,1,0,4.0,1,[ 1 79 45 24 54]
10531,8250,2,0,4.0,1,[ 1 79 24 45 54]
10555,25933,2,0,1.0,1,[50 17 19 33  4]
10614,8259,2,0,1.0,1,[11 21  2 59 29]
10635,12839,1,1,6.0,1,[ 0 70 26 68 72]
10700,8262,2,0,4.0,1,[68 95  9 37 28]
10771,17563,2,0,5.0,1,[13 91 68 15 90]
10795,8253,2,0,4.0,1,[97 25 11 98 21]
10805,56724,2,0,1.0,1,[23 86 80 17 84]
10809,8272,2,0,1.0,1,[42 48 91 34 96]
10847,14985,2,2,1.0,1,[40 18 91 39 42]
10863,11835,2,0,2.0,1,[54 91 51 10 47]
10865,11835,2,0,2.0,1,[54 91 51 10 47]
10869,8745,2,0,3.0,1,[64 25 37 58  5]
10882,8811,2,0,6.0,1,[37 55 98 91 83]
10885,12233,2,0,2.0,1,[56 70 98 41 55]
10887,4658,2,0,1.0,1,[43 91 86 82 30]
10892,12190,2,0,2.0,1,[73 68 95 21 55]
10898,5950,2,0,2.0,1,[49 72  5 16  4]
10900,26414,1,0,1.0,1,[41 95 33  9 98]
10902,5950,4,0,2.0,2,[49 72  5 16 50]
10904,5950,1,0,4.0,1,[49 72  5 16 47]
10918,8267,2,0,3.0,1,[98 56 41 70 69]
10934,45326,2,0,3.0,1,[70 41 72 69 56]
10977,12206,1,0,5.0,1,[ 1 79 45 24 51]
10988,8285,1,0,1.0,1,[ 2 11 25 64 59]
11029,8746,2,0,5.0,1,[22 99  9 58 64]
11042,44045,2,0,5.0,1,[41 98 83 70 17]
11048,33920,2,0,1.0,1,[47  7 32 91 42]
11059,8252,0,0,5.0,1,[46 29 36 82 58]
11060,6387,0,0,15.0,1,[29 64 85 82 46]
11091,8739,0,0,4.0,1,[29  2 59 82 46]
11126,18965,0,0,12.0,1,[82 64 29 46 62]
11145,8745,0,0,5.0,1,[64 25 37 58  5]
11146,51923,2,0,5.0,1,[82 20 30  7 81]
11154,8213,2,0,5.0,1,[97 98  9  2 37]
11171,17859,1,0,1.0,1,[68 91 28 39 34]
11175,12196,1,0,1.0,1,[13 16 91 32 48]
11186,20734,1,1,2.0,1,[62 46 82 81 36]
11188,4690,2,0,1.0,1,[40 17 30 51 82]
11190,539,2,0,1.0,1,[ 7 48 91 81 42]
11194,12603,1,1,1.0,1,[49  4 28  6 21]
11196,17140,1,0,1.0,1,[18 91 48 70 59]
11200,8267,1,0,1.0,1,[98 56 41 70 69]
11202,8291,1,0,1.0,1,[95  9 98 91 18]
11205,8279,1,0,2.0,1,[98 55 41 70 83]
11206,24693,1,0,2.0,1,[23 19 25  9 72]
11213,8279,1,0,1.0,1,[98 55 41 70 95]
11216,12196,1,0,1.0,1,[13 16 91 42 32]
11218,21645,2,0,1.0,1,[72 13 91 77 42]
11221,15430,2,0,1.0,1,[42 51 91 50 48]
11224,8223,2,0,1.0,1,[70 98 41 56 69]
11243,44045,2,0,3.0,1,[41 98 83 70 25]
11306,8282,2,0,2.0,1,[64 10 62 99 12]
11309,27137,1,0,1.0,1,[91 47 48 94 13]
11315,12615,1,0,1.0,1,[70 17 72 69 83]
11322,12177,1,0,4.0,1,[19 21 49 95 91]
11335,27186,1,0,1.0,1,[ 6 42 94 91 48]
11342,8250,2,0,6.0,1,[ 1 45 24 79 54]
11370,8288,1,0,1.0,1,[68 95 41 69  9]
11380,8835,2,0,2.0,1,[28 21 13 37 42]
11394,23116,2,1,1.0,1,[43 25 82 58 30]
11397,23508,2,1,1.0,1,[ 2 49 48 77 28]
11402,33496,2,1,1.0,1,[97 64 25  6 90]
11409,8785,2,1,4.0,1,[22 64  8 58 37]
11443,11620,1,0,1.0,1,[37 21 13 97 41]
11521,18488,5,0,4.0,2,[22  8 64 78 43]
11523,12227,5,0,7.0,2,[41 83 17 77 70]
11537,26089,2,0,1.0,1,[50 51 42  7 91]
11541,11986,2,0,1.0,1,[40 94 51 47 91]
11546,26023,2,0,1.0,1,[42  6 16 50 76]
11548,26023,2,0,1.0,1,[42  6 16 50 76]
11552,11620,1,0,1.0,1,[21 37 97 41 77]
11558,8273,2,1,2.0,1,[68 91 72 18  9]
11560,8230,1,0,1.0,1,[95 19 68 98 21]
11566,23537,1,0,2.0,1,[91 42 48 94 13]
11574,12216,1,1,4.0,1,[72 41 91 70 16]
11581,42630,2,1,1.0,1,[69 95 21 98 68]
11586,60473,1,0,1.0,1,[95 49 18 91 19]
11603,8741,1,0,2.0,1,[64 11 46 59 99]
11632,26251,1,0,3.0,1,[94 16 32 48 91]
11637,26251,1,0,4.0,1,[94 16 32 91 48]
11640,8746,2,0,1.0,1,[22 64  9 99 25]
11653,8279,2,0,3.0,1,[98 55 41 83 70]
11658,8279,2,0,3.0,1,[98 55 41 83 70]
11669,8834,2,0,2.0,1,[ 9 50  4 55  0]
11670,8834,2,0,2.0,1,[ 9 50  4 55  0]
11710,11821,2,0,2.0,1,[47 91 48 40  6]
11716,26897,2,0,1.0,1,[42 48 91 50  7]
11718,11821,2,0,2.0,1,[47 91 48 40  6]
11723,20147,1,0,4.0,1,[61 46 30 58 81]
11725,8215,1,0,3.0,1,[ 9 99 36 58  3]
11728,8746,1,0,3.0,1,[22 64 99  9 25]
11779,12017,3,0,1.0,1,[77 39 16 48 42]
11780,12017,2,0,1.0,1,[77 39 16 48 42]
11811,11373,1,0,5.0,1,[75 25 89 52 31]
11829,8791,3,0,3.0,1,[65 66 52 87  0]
11869,8243,2,2,2.0,1,[42 91 51 21 48]
11873,500,2,0,1.0,1,[32 94 91 48 42]
11875,12016,2,3,1.0,1,[76 42 16 91 15]
11880,4656,2,0,2.0,2,[59  7 42 94 48]
11902,11629,2,0,1.0,1,[ 4 55 17 80 83]
11906,8832,2,1,1.0,1,[ 0 34 50 49 39]
11931,8856,1,0,4.0,1,[ 0 44 34 26 96]
11934,8291,2,1,3.0,1,[95  9 98 59 18]
11960,8251,2,1,2.0,1,[43 97  2 15 64]
11975,14985,1,0,1.0,1,[37 48 91 18 10]
11986,8250,1,0,1.0,1,[ 1 45 79 24 54]
11999,26414,1,0,4.0,1,[41 95  9 98 33]
12002,1901,1,0,1.0,1,[36 10 37  2 59]
12006,1901,1,0,2.0,1,[36 37 10 59  2]
12008,1901,2,0,2.0,1,[36 10 37  2 59]
12013,23403,2,0,1.0,1,[33 91 16 42 48]
12016,8788,2,0,4.0,1,[64 37 25 59  2]
12025,496,2,0,1.0,1,[32 94 48 91 42]
12028,496,2,0,1.0,1,[32 94 48 42 91]
12044,8243,2,0,1.0,1,[42 21 51 91 48]
12072,9147,4,0,1.0,2,[ 0 96 16 50 41]
12102,8250,2,0,1.0,1,[ 1 45 79 54 24]
12107,12206,3,2,1.0,2,[ 1 79 45 24 51]
12123,25471,2,0,2.0,1,[95 72 33 18 19]
12155,26414,2,0,1.0,1,[41 95  9 33 98]
12173,8267,2,0,5.0,1,[98 56 41 70 69]
12183,12209,2,1,4.0,1,[ 9 25 83 11  2]
12185,12209,2,1,1.0,1,[ 9 25 83 11  2]
12187,22835,1,0,2.0,1,[82 78 76 81 60]
12198,468,2,0,4.0,1,[64 97  2 13 46]
12200,8220,2,0,2.0,1,[46 12 59 29 36]
12202,12545,2,0,2.0,1,[63 61 62 81 57]
12204,8220,2,0,1.0,1,[46 12 59 29 36]
12215,8747,2,0,4.0,1,[97 99  2  9 59]
12221,11334,1,0,2.0,1,[26 33 84 73 96]
12223,11334,2,0,1.0,1,[26 33 84 73 96]
12228,486,2,2,2.0,1,[59  6 16 42 47]
12232,486,2,2,1.0,1,[59  6 47 16 42]
12234,486,2,2,1.0,1,[59  6 47 42 16]
12241,486,2,2,2.0,1,[59  6 42 47 16]
12246,8267,1,1,1.0,1,[98 56 41 70 69]
12249,12126,1,1,1.0,1,[18 91 48 59 94]
12258,45327,1,0,3.0,1,[41 98 70 56 55]
12273,8806,2,0,2.0,1,[11 64 25 62 99]
12275,28511,2,1,5.0,1,[26 10 37 73 84]
12295,23092,2,0,1.0,1,[99 59 81  3 75]
12298,468,2,1,13.0,1,[64 46 58 13  2]
12301,23092,2,0,1.0,1,[99 59 81  3 30]
12306,15582,2,1,1.0,2,[ 7 81 78 82 30]
12311,15582,1,1,1.0,1,[ 7 81 82 30 78]
12315,22795,1,1,1.0,1,[59 36 10 29 46]
12317,15582,1,1,1.0,1,[ 7 81 82 78 30]
12322,8804,2,0,1.0,1,[25 59 46 37  5]
12329,33461,4,1,1.0,2,[36 61 30 60 81]
12332,23507,2,0,1.0,1,[49 98 59 25 30]
12334,23507,2,0,1.0,1,[49 98 59 25 30]
12340,23092,2,0,1.0,1,[99 59 81  3 30]
12345,226,2,0,1.0,1,[59 18  2 48 29]
12354,23092,2,0,1.0,1,[99 59 81  3 30]
12356,226,2,0,1.0,1,[59  2 29 18 48]
12363,42432,2,0,1.0,1,[97 25 64  5 37]
12370,8804,2,0,4.0,1,[25 46 37 59  5]
12377,23508,4,0,1.0,2,[ 2 49 48 77 28]
12392,8804,2,0,1.0,1,[25 59 37 46  9]
12394,12213,2,0,1.0,1,[98  2 64 25 89]
12399,33520,2,0,1.0,1,[29 90 82 36 15]
12401,12213,2,0,1.0,1,[98  2 64 25 89]
12403,23273,2,0,1.0,1,[73 95 25 48 17]
12405,8804,2,0,1.0,1,[25 37 46 59  9]
12411,12213,2,0,1.0,1,[98  2 64 25 89]
